date,ticker,entry_price,exit_price,pnl_pct,pnl_usd,exit_reason,time_in_trade,confidence,regime
2025-09-02,O:SPY250903C00641000,0.94,0.91,-3.1914893617021276,-318.0,Early loss exit,7.0,0.6598397161260804,1
2025-09-02,O:SPY250903P00640000,2.87,2.56,-10.801393728222997,-1054.0,Hard stop,3.0,0.6744905855894253,0
2025-09-02,O:SPY250903P00640000,2.9,2.62,-9.655172413793103,-952.0,Hard stop,4.0,0.6882885919121784,1
2025-09-03,O:SPY250904P00641000,1.42,1.28,-9.859154929577464,-980.0,Hard stop,3.0,0.6506194145923679,1
2025-09-05,O:SPY250908C00651000,0.56,0.46,-17.85714285714287,-1780.0000000000014,Hard stop,2.0,0.7363396566279707,3
2025-09-05,O:SPY250908C00651000,0.47,0.41,-12.76595744680851,-1272.0,Hard stop,4.0,0.7614873800183489,3
2025-09-05,O:SPY250908C00651000,0.36,0.28,-22.222222222222214,-2215.999999999999,Hard stop,7.0,0.7448981347784196,3
2025-09-09,O:SPY250910P00649000,2.5,2.11,-15.6,-1560.0,Hard stop,3.0,0.6546980383475091,1
2025-09-09,O:SPY250910P00649000,1.99,1.83,-8.040201005025125,-800.0,Hard stop,6.0,0.6638957546790463,1
2025-09-12,O:SPY250915C00658000,1.44,1.24,-13.88888888888889,-1380.0,Hard stop,6.0,0.65271374693749,1
2025-09-12,O:SPY250915C00658000,1.49,1.47,-1.342281879194631,-134.0,Trailing stop,41.0,0.6845708217929444,2
2025-09-12,O:SPY250915C00658000,1.51,1.39,-7.9470198675496695,-792.0,Early loss exit,12.0,0.7032576739970006,1
2025-09-16,O:SPY250917P00661000,2.46,2.62,6.504065040650407,640.0,Momentum exhaustion,13.0,0.6555259198159055,1
2025-09-16,O:SPY250917P00661000,2.85,2.78,-2.456140350877193,-245.0,Time limit,119.0,0.660861235700176,1
2025-09-17,O:SPY250918P00660000,4.84,4.08,-15.702479338842975,-1520.0,Hard stop,1.0,0.671211092753996,3
2025-09-17,O:SPY250918C00661000,1.18,0.82,-30.508474576271187,-3024.0,Hard stop,2.0,0.7393446292824005,3
2025-09-17,O:SPY250918C00661000,1.09,0.82,-24.77064220183487,-2457.0000000000014,Hard stop,1.0,0.7656027938248018,3
2025-09-23,O:SPY250924P00666000,1.41,1.22,-13.47517730496454,-1330.0,Hard stop,6.0,0.6529693170124423,1
2025-09-23,O:SPY250924P00666000,1.47,1.77,20.408163265306122,2040.0,Trailing stop,48.0,0.6644537248976212,1
2025-09-23,O:SPY250924C00667000,0.4,0.39,-2.5,-250.0,Trailing stop,10.0,0.7214798493875353,1
2025-09-24,O:SPY250925P00663000,2.17,1.97,-9.216589861751153,-920.0,Hard stop,4.0,0.6527853071000252,1
2025-09-24,O:SPY250925P00663000,2.17,3.23,48.8479262672811,4876.0,Trailing stop,37.0,0.6557048854312711,1
2025-09-25,O:SPY250926P00661000,6.24,5.86,-6.089743589743589,-608.0,Early loss exit,3.0,0.6659379128229719,1
2025-09-25,O:SPY250926P00661000,6.29,5.74,-8.744038155802862,-825.0,Hard stop,5.0,0.6565102412408,1
2025-09-25,O:SPY250926C00662000,0.26,0.45,73.07692307692307,7296.0,Trailing stop,35.0,0.6661909120020444,1
2025-09-26,O:SPY250929C00658000,3.99,4.25,6.516290726817042,650.0,Trailing stop,32.0,0.6605006919684039,2
2025-09-29,O:SPY250930P00664000,1.59,1.74,9.433962264150944,930.0,Trailing stop,14.0,0.6549315472681999,1
2025-10-01,O:SPY251002C00662000,3.6,3.75,4.166666666666666,405.0,Trailing stop,15.0,0.6601978370539064,3
2025-10-02,O:SPY251003C00670000,1.4,1.21,-13.571428571428571,-1349.0,Hard stop,6.0,0.6654243965475791,0
2025-10-02,O:SPY251003C00670000,1.12,0.93,-16.964285714285726,-1691.0000000000014,Hard stop,2.0,0.6671663790056005,0
2025-10-02,O:SPY251003C00670000,0.86,0.93,8.13953488372093,812.0,Trailing stop,30.0,0.6539718728717329,1
2025-10-03,O:SPY251006C00672000,1.63,1.42,-12.883435582822086,-1281.0,Hard stop,33.0,0.6585353386426489,1
2025-10-03,O:SPY251006C00672000,1.53,1.64,7.18954248366013,715.0,Trailing stop,64.0,0.664575382208661,0
2025-10-03,O:SPY251006P00671000,2.82,2.66,-5.673758865248227,-560.0,Early loss exit,3.0,0.6680288513810863,1
2025-10-06,O:SPY251007C00671000,1.22,1.87,53.278688524590166,5265.0,Time limit,119.0,0.6553219927614006,1
2025-10-07,O:SPY251008C00671000,1.95,1.7,-12.82051282051282,-1275.0,Hard stop,2.0,0.6504917802438318,1
2025-10-07,O:SPY251008C00671000,1.81,1.54,-14.917127071823206,-1485.0,Hard stop,14.0,0.6532486521290938,1
2025-10-07,O:SPY251008C00671000,1.64,1.4,-14.634146341463413,-1440.0,Hard stop,6.0,0.6658698499508365,1
2025-10-08,O:SPY251009C00671000,1.47,2.09,42.17687074829932,4216.0,Trailing stop,72.0,0.6537247172804417,1
2025-10-09,O:SPY251010C00674000,0.97,0.94,-3.0927835051546393,-309.0,Early loss exit,5.0,0.6682484865283068,1
2025-10-09,O:SPY251010C00674000,0.94,0.88,-6.382978723404255,-636.0,Early loss exit,7.0,0.6871917766018227,1
2025-10-09,O:SPY251010C00674000,0.6,0.51,-15.0,-1494.0,Hard stop,5.0,0.6708130447489188,1
2025-10-10,O:SPY251013P00671000,1.35,1.23,-8.88888888888889,-888.0,Hard stop,1.0,0.6506283583466954,1
2025-10-10,O:SPY251013P00671000,1.4,1.2,-14.285714285714285,-1420.0,Hard stop,6.0,0.668635183868659,1
2025-10-10,O:SPY251013P00671000,1.33,1.32,-0.7518796992481203,-75.0,Trailing stop,7.0,0.6573236468950902,1
2025-10-13,O:SPY251014C00662000,2.69,3.15,17.100371747211895,1702.0,Trailing stop,38.0,0.6924328364054649,1
2025-10-13,O:SPY251014P00661000,2.83,2.91,2.8268551236749118,280.0,Trailing stop,12.0,0.6583183327342027,1
2025-10-13,O:SPY251014P00661000,3.07,3.26,6.188925081433225,608.0,Momentum exhaustion,13.0,0.6501093624026719,1
2025-10-14,O:SPY251015P00659000,6.34,5.54,-12.618296529968454,-1200.0,Hard stop,7.0,0.6719389212399527,1
2025-10-14,O:SPY251015C00660000,1.57,2.9,84.71337579617835,8379.0,Trailing stop,81.0,0.6828950280692535,0
2025-10-14,O:SPY251015P00659000,2.64,2.33,-11.742424242424242,-1147.0,Hard stop,5.0,0.660918203942781,1
2025-10-15,O:SPY251016P00665000,1.23,2.72,121.13821138211382,12069.0,Trailing stop,64.0,0.6564543477455277,1
2025-10-15,O:SPY251016C00666000,2.48,2.3,-7.258064516129044,-720.0000000000011,Early loss exit,10.0,0.6779210026302497,1
2025-10-15,O:SPY251016C00666000,2.62,2.47,-5.725190839694646,-569.9999999999989,Early loss exit,6.0,0.6678845692755706,0
2025-10-16,O:SPY251017C00667000,2.64,2.83,7.196969696969697,703.0,Momentum exhaustion,6.0,0.660337893864449,1
2025-10-16,O:SPY251017C00667000,2.36,2.06,-12.711864406779661,-1260.0,Hard stop,6.0,0.6892026114492804,1
2025-10-16,O:SPY251017C00667000,2.05,1.75,-14.634146341463403,-1439.9999999999986,Hard stop,18.0,0.683625427119526,1
2025-10-21,O:SPY251022C00672000,1.53,1.5,-1.9607843137254901,-195.0,Trailing stop,20.0,0.6558467302613562,1
2025-10-21,O:SPY251022C00672000,1.34,1.84,37.3134328358209,3700.0,Trailing stop,43.0,0.670650875340176,1
2025-10-21,O:SPY251022C00672000,1.78,1.82,2.247191011235955,224.0,Trailing stop,85.0,0.694044333897272,1
2025-10-22,O:SPY251023C00672000,1.84,1.59,-13.586956521739129,-1350.0,Hard stop,40.0,0.6718130238334067,3
2025-10-22,O:SPY251023C00672000,1.57,1.32,-15.92356687898089,-1575.0,Hard stop,7.0,0.6723449958529946,1
2025-10-22,O:SPY251023P00671000,2.98,2.88,-3.3557046979865772,-330.0,Early loss exit,7.0,0.6529195257665018,1
2025-10-23,O:SPY251024C00669000,2.6,3.23,24.23076923076923,2394.0,Trailing stop,26.0,0.6617212665153199,0
2025-10-23,O:SPY251024P00668000,2.3,2.23,-3.043478260869553,-300.99999999999875,Early loss exit,6.0,0.6676608411089774,1
2025-10-24,O:SPY251027C00674000,3.99,4.53,13.533834586466165,1350.0,Trailing stop,63.0,0.6527195480493252,1
2025-10-29,O:SPY251030C00689000,3.1,3.41,10.0,992.0,Trailing stop,48.0,0.6656634647880131,3
2025-10-29,O:SPY251030C00689000,3.09,3.19,3.2362459546925564,320.0,Time limit,119.0,0.66007976979272,0
2025-10-29,O:SPY251030C00689000,1.42,1.39,-2.112676056338028,-210.0,Trailing stop,2.0,0.745384441147845,2
2025-10-30,O:SPY251031C00688000,1.2,1.12,-6.666666666666655,-663.9999999999989,Early loss exit,5.0,0.6539160736952047,3
2025-10-30,O:SPY251031C00688000,1.01,1.52,50.495049504950494,5049.0,Trailing stop,21.0,0.6666117552769243,1
2025-10-30,O:SPY251031P00687000,3.95,4.12,4.30379746835443,425.0,Trailing stop,31.0,0.6864659327166355,0
2025-10-31,O:SPY251103C00686000,1.47,1.21,-17.687074829931973,-1768.0,Hard stop,3.0,0.6717469087800048,0
2025-10-31,O:SPY251103C00686000,1.43,1.54,7.6923076923076925,759.0,Trailing stop,60.0,0.6570673093949384,0
2025-10-31,O:SPY251103P00685000,3.12,4.27,36.858974358974336,3679.999999999998,Trailing stop,53.0,0.6601181295725779,1
2025-11-18,O:SPY251119C00664000,2.3,2.09,-9.130434782608685,-902.9999999999987,Early loss exit,2.0,0.6664508589106012,3
2025-11-18,O:SPY251119C00664000,1.95,1.56,-20.0,-1989.0,Hard stop,13.0,0.6641099485357084,3
2025-11-18,O:SPY251119C00664000,1.8,2.69,49.44444444444444,4895.0,Trailing stop,40.0,0.6714621324543537,3
2025-11-19,O:SPY251120C00661000,5.16,7.37,42.82945736434108,4199.0,Trailing stop,60.0,0.6792874190610837,1
2025-11-19,O:SPY251120P00660000,4.1,3.88,-5.365853658536572,-527.9999999999986,Early loss exit,2.0,0.6507045874265921,2
2025-11-20,O:SPY251121C00671000,1.38,1.29,-6.521739130434782,-648.0,Early loss exit,5.0,0.6708448960700354,3
2025-11-20,O:SPY251121C00671000,1.1,1.02,-7.272727272727285,-720.0000000000013,Early loss exit,4.0,0.6748758382628782,3
2025-11-20,O:SPY251121C00671000,1.02,0.96,-5.88235294117647,-588.0,Early loss exit,4.0,0.6794519633126596,3
2025-11-21,O:SPY251124C00655000,5.2,4.48,-13.846153846153836,-1367.9999999999989,Hard stop,31.0,0.6592264875132159,2
2025-11-21,O:SPY251124C00655000,4.54,3.69,-18.722466960352424,-1870.0,Hard stop,12.0,0.6558871050792466,3
2025-11-21,O:SPY251124C00655000,3.67,3.75,2.17983651226158,216.0,Trailing stop,21.0,0.6665348467723708,3
2025-11-24,O:SPY251125C00663000,5.07,4.26,-15.976331360946746,-1539.0,Hard stop,4.0,0.6538492449631311,1
2025-11-24,O:SPY251125P00662000,3.24,2.87,-11.419753086419753,-1110.0,Hard stop,1.0,0.6931142497238887,2
2025-11-24,O:SPY251125P00662000,2.87,3.04,5.923344947735192,578.0,Trailing stop,6.0,0.7017235204276528,1
2025-12-02,O:SPY251203P00680000,2.27,2.19,-3.524229074889868,-352.0,Trailing stop,10.0,0.6501443016804194,3
2025-12-03,O:SPY251204C00684000,1.02,1.09,6.86274509803923,686.0000000000014,Trailing stop,17.0,0.6930337873136511,2
2025-12-03,O:SPY251204P00683000,3.61,3.58,-0.8310249307479225,-81.0,Trailing stop,9.0,0.6502311300871401,3
2025-12-03,O:SPY251204C00684000,1.1,1.34,21.818181818181802,2159.9999999999986,Trailing stop,24.0,0.6521074331661318,3
2025-12-04,O:SPY251205C00684000,1.27,1.22,-3.937007874015748,-390.0,Early loss exit,3.0,0.6757350140500581,3
2025-12-04,O:SPY251205C00684000,1.22,1.5,22.950819672131146,2268.0,Trailing stop,12.0,0.6656958940502474,3
2025-12-05,O:SPY251208P00685000,1.29,1.37,6.2015503875969,616.0,Trailing stop,16.0,0.6509147271222346,3
2025-12-05,O:SPY251208P00685000,1.83,1.72,-6.0109289617486334,-594.0,Early loss exit,17.0,0.65051250024987,3
2025-12-05,O:SPY251208P00685000,1.76,1.85,5.113636363636364,504.0,Trailing stop,36.0,0.6515931906112171,3
2025-12-08,O:SPY251209C00687000,0.38,0.35,-7.894736842105263,-789.0,Early loss exit,13.0,0.6614968706880866,3
2025-12-08,O:SPY251209C00687000,0.28,0.3,7.142857142857128,713.9999999999987,Momentum exhaustion,22.0,0.7706423391337619,3
2025-12-08,O:SPY251209C00687000,0.3,0.26,-13.333333333333334,-1332.0,Hard stop,41.0,0.7498702640608239,0
2025-12-09,O:SPY251210P00684000,2.54,2.54,0.0,0.0,EOD close,34.0,0.6541319123357393,3
2025-12-10,O:SPY251211C00684000,2.57,2.26,-12.062256809338532,-1178.0000000000011,Hard stop,84.0,0.6673759325753297,3
2025-12-10,O:SPY251211P00683000,2.48,2.2,-11.29032258064515,-1119.9999999999989,Hard stop,6.0,0.6647070582742775,3
2025-12-10,O:SPY251211C00684000,3.32,3.74,12.650602409638553,1260.0,Trailing stop,6.0,0.6534328084443871,0
2025-12-11,O:SPY251212P00683000,0.37,0.38,2.7027027027027026,270.0,Trailing stop,35.0,0.6580929671221785,3
2025-12-12,O:SPY251215C00689000,0.12,0.11,-8.333333333333332,-833.0,Trailing stop,11.0,0.6739252656474432,0
2025-12-12,O:SPY251215C00689000,0.12,0.1,-16.666666666666664,-1666.0,Hard stop,1.0,0.6707719329429179,3
2025-12-12,O:SPY251215C00689000,0.1,0.11,10.0,1000.0,Trailing stop,10.0,0.6976786632844859,3
2025-12-15,O:SPY251216C00685000,1.55,1.36,-12.258064516129032,-1216.0,Hard stop,4.0,0.658178262634974,3
2025-12-15,O:SPY251216C00685000,1.22,0.99,-18.852459016393443,-1863.0,Hard stop,3.0,0.6557531128823658,3
2025-12-15,O:SPY251216C00685000,0.99,1.01,2.0202020202020203,202.0,Trailing stop,7.0,0.6666973667129565,3
2025-12-16,O:SPY251217P00677000,2.92,2.63,-9.931506849315069,-986.0,Hard stop,3.0,0.6813507302193355,1
2025-12-16,O:SPY251217C00678000,2.59,2.52,-2.7027027027027026,-266.0,Trailing stop,7.0,0.6504865381453423,1
2025-12-17,O:SPY251218C00680000,1.06,0.92,-13.20754716981132,-1316.0,Hard stop,12.0,0.6589904252622006,1
2025-12-17,O:SPY251218C00680000,0.91,0.8,-12.087912087912088,-1199.0,Hard stop,15.0,0.6725758282759716,3
2025-12-17,O:SPY251218C00680000,0.53,0.45,-15.09433962264151,-1504.0,Hard stop,5.0,0.6541499274710362,3
2025-12-19,O:SPY251222C00677000,2.92,3.74,28.08219178082192,2788.0,Trailing stop,50.0,0.7510294089739405,2
2025-12-23,O:SPY251224C00685000,1.43,1.74,21.678321678321677,2139.0,Trailing stop,22.0,0.6541632367718327,0
2025-12-30,O:SPY251231P00687000,1.24,1.14,-8.064516129032269,-800.0000000000011,Hard stop,4.0,0.6650909141866511,3
2025-12-30,O:SPY251231P00687000,1.19,1.09,-8.403361344537803,-839.9999999999989,Hard stop,9.0,0.681052826604016,3
2025-12-30,O:SPY251231P00687000,1.08,1.08,0.0,0.0,Trailing stop,45.0,0.6870671173004005,3
2026-01-02,O:SPY260105P00683000,1.97,2.35,19.289340101522843,1900.0,Trailing stop,9.0,0.6567786696366982,3
2026-01-02,O:SPY260105C00684000,0.66,0.72,9.090909090909092,906.0,Trailing stop,10.0,0.6656188746900438,3
2026-01-02,O:SPY260105C00684000,0.64,0.53,-17.1875,-1716.0,Hard stop,18.0,0.6559851156629847,3
2026-01-05,O:SPY260106C00685000,3.25,3.12,-4.0,-390.0,Trailing stop,17.0,0.6574587165728171,2
2026-01-06,O:SPY260107P00686000,0.19,0.18,-5.263157894736842,-526.0,Early loss exit,7.0,0.6682792000805299,3
2026-01-21,O:SPY260122C00680000,2.96,3.9,31.756756756756754,3102.0,Trailing stop,38.0,0.6577716697210128,0
2026-01-29,O:SPY260130C00698000,0.26,0.25,-3.8461538461538463,-384.0,Trailing stop,21.0,0.6553183345309731,2
2026-01-29,O:SPY260130C00698000,0.23,0.26,13.043478260869565,1302.0,Trailing stop,25.0,0.6507088339159465,3
2026-02-02,O:SPY260203C00688000,4.46,7.63,71.0762331838565,6974.0,Trailing stop,99.0,0.6814150572041555,2
2026-02-05,O:SPY260206C00687000,1.94,2.25,15.979381443298967,1581.0,Trailing stop,21.0,0.7344317740961809,2
2026-02-05,O:SPY260206P00686000,6.07,9.08,49.588138385502475,4816.0,Trailing stop,39.0,0.6876376166656848,3
2026-02-05,O:SPY260206C00687000,1.16,1.12,-3.4482758620689413,-343.99999999999756,Early loss exit,2.0,0.651314937582424,1
2026-02-06,O:SPY260209C00678000,6.56,7.79,18.75,1845.0,Trailing stop,26.0,0.760552211714144,2
2026-02-06,O:SPY260209P00677000,1.64,1.56,-4.878048780487805,-480.0,Early loss exit,6.0,0.6610382763714493,0
2026-02-06,O:SPY260209P00677000,1.56,1.34,-14.102564102564102,-1408.0,Hard stop,1.0,0.6761811176347131,0
2026-02-09,O:SPY260210P00690000,2.65,2.34,-11.69811320754717,-1147.0,Hard stop,3.0,0.6500184696309881,0
2026-02-17,O:SPY260218C00681000,3.59,3.76,4.735376044568245,459.0,Trailing stop,9.0,0.6508301782767044,1
2026-02-17,O:SPY260218P00680000,4.65,4.83,3.8709677419354707,377.9999999999988,Trailing stop,12.0,0.664661758667009,3
2026-02-17,O:SPY260218C00681000,2.51,2.41,-3.9840637450199092,-389.99999999999886,Early loss exit,3.0,0.6502480815508409,3
2026-02-18,O:SPY260219C00686000,2.17,2.32,6.912442396313351,689.9999999999986,Momentum exhaustion,6.0,0.8181139953720299,2
2026-02-18,O:SPY260219C00686000,2.61,3.61,38.31417624521073,3800.0,Trailing stop,57.0,0.7488229336948752,1
2026-02-19,O:SPY260220P00686000,5.0,4.57,-8.6,-860.0,Hard stop,1.0,0.6548160980278185,0
2026-02-19,O:SPY260220P00686000,3.54,3.9,10.16949152542373,1008.0,Trailing stop,19.0,0.6508276711708404,0
2026-02-19,O:SPY260220C00687000,1.55,1.46,-5.806451612903226,-576.0,Early loss exit,4.0,0.6535139501364827,0
