date,ticker,entry_price,exit_price,pnl_pct,pnl_usd,exit_reason,time_in_trade,confidence,regime
2025-10-31,O:SPY251103P00685000,3.43,3.58,4.373177842565598,435.0,Momentum exhaustion,10.0,0.6635568673620594,1
2025-10-31,O:SPY251103P00685000,3.58,3.59,0.27932960893854747,27.0,Momentum exhaustion,9.0,0.6561183406882372,1
2025-10-31,O:SPY251103C00686000,1.47,1.21,-17.687074829931973,-1768.0,Hard stop,3.0,0.6573331456747634,0
2025-11-18,O:SPY251119C00664000,2.31,2.03,-12.121212121212134,-1204.0000000000011,Hard stop,2.0,0.6566760547698961,3
2025-11-18,O:SPY251119C00664000,1.8,2.69,49.44444444444444,4895.0,Trailing stop,40.0,0.6571402225047702,3
2025-11-18,O:SPY251119C00664000,1.98,3.64,83.83838383838383,8300.0,Trailing stop,74.0,0.6837160671482835,3
2025-11-19,O:SPY251120C00661000,5.16,4.65,-9.883720930232547,-968.9999999999989,Time limit,119.0,0.6613597937120812,1
2025-11-20,O:SPY251121C00671000,1.1,1.02,-7.272727272727285,-720.0000000000013,Early loss exit,4.0,0.6599870433231415,3
2025-11-20,O:SPY251121C00671000,0.96,0.79,-17.708333333333336,-1768.0,Hard stop,6.0,0.6549113930172843,3
2025-11-20,O:SPY251121C00671000,0.75,0.71,-5.333333333333334,-532.0,Early loss exit,5.0,0.6666462031459445,3
2025-11-21,O:SPY251124C00655000,5.2,4.77,-8.26923076923078,-817.0000000000011,Trailing stop,14.0,0.6563512050975014,2
2025-11-21,O:SPY251124C00655000,4.68,4.11,-12.179487179487166,-1196.9999999999989,Hard stop,9.0,0.661321535227339,3
2025-11-21,O:SPY251124C00655000,3.67,3.75,2.17983651226158,216.0,Trailing stop,21.0,0.6667721290190904,3
2025-11-24,O:SPY251125C00663000,4.72,4.72,0.0,0.0,Momentum exhaustion,5.0,0.6675667890708658,1
2025-11-24,O:SPY251125C00663000,4.72,4.09,-13.347457627118645,-1323.0,Hard stop,3.0,0.6667141302574496,1
2025-11-24,O:SPY251125P00662000,3.24,3.04,-6.172839506172839,-600.0,Trailing stop,7.0,0.679133867231378,2
2025-12-02,O:SPY251203P00680000,2.26,2.19,-3.0973451327433508,-307.99999999999875,Trailing stop,11.0,0.6547434790807801,3
2025-12-03,O:SPY251204C00684000,1.02,1.09,6.86274509803923,686.0000000000014,Trailing stop,17.0,0.685232062467755,2
2025-12-03,O:SPY251204P00683000,3.61,3.58,-0.8310249307479225,-81.0,Trailing stop,9.0,0.6532164175483292,3
2025-12-03,O:SPY251204C00684000,1.1,1.34,21.818181818181802,2159.9999999999986,Trailing stop,24.0,0.6521989979917088,3
2025-12-04,O:SPY251205P00683000,2.26,1.97,-12.831858407079636,-1275.9999999999986,Hard stop,4.0,0.6501089939912289,3
2025-12-04,O:SPY251205P00683000,2.48,2.16,-12.903225806451612,-1280.0,Hard stop,2.0,0.656455443061087,3
2025-12-04,O:SPY251205C00684000,1.99,1.87,-6.030150753768844,-600.0,Early loss exit,17.0,0.6552752568464449,0
2025-12-05,O:SPY251208P00685000,1.86,1.73,-6.989247311827956,-689.0,Early loss exit,8.0,0.652711783765886,3
2025-12-05,O:SPY251208P00685000,1.76,1.85,5.113636363636364,504.0,Trailing stop,36.0,0.6525554506050301,3
2025-12-08,O:SPY251209C00687000,0.4,0.38,-5.0,-500.0,Early loss exit,7.0,0.6571565746832477,3
2025-12-08,O:SPY251209C00687000,0.37,0.32,-13.513513513513514,-1350.0,Hard stop,7.0,0.6640087740294764,3
2025-12-08,O:SPY251209C00687000,0.28,0.28,0.0,0.0,Trailing stop,55.0,0.7504710610959675,3
2025-12-10,O:SPY251211C00684000,2.57,2.4,-6.614785992217899,-646.0,Trailing stop,58.0,0.6529529170891867,3
2025-12-10,O:SPY251211C00684000,2.93,3.47,18.43003412969283,1836.0,Momentum exhaustion,9.0,0.6502443487598799,0
2025-12-10,O:SPY251211P00683000,2.4,2.2,-8.333333333333321,-819.9999999999989,Trailing stop,5.0,0.6598996601377,3
2025-12-11,O:SPY251212P00683000,1.33,1.25,-6.015037593984962,-600.0,Early loss exit,2.0,0.6596751981888352,0
2025-12-11,O:SPY251212P00683000,1.36,1.25,-8.088235294117647,-803.0,Trailing stop,12.0,0.6566824602992051,3
2025-12-11,O:SPY251212P00683000,1.37,1.34,-2.18978102189781,-216.0,Trailing stop,7.0,0.6532587364372886,3
2025-12-12,O:SPY251215C00689000,0.69,0.62,-10.144927536231885,-1008.0,Trailing stop,17.0,0.6641991206136979,3
2025-12-12,O:SPY251215P00688000,6.35,6.79,6.929133858267717,660.0,Momentum exhaustion,6.0,0.6569618504066871,1
2025-12-12,O:SPY251215P00688000,6.79,7.49,10.309278350515463,980.0,Momentum exhaustion,6.0,0.6772806451011061,1
2025-12-15,O:SPY251216C00685000,1.02,1.01,-0.9803921568627451,-98.0,Trailing stop,6.0,0.687248203763502,3
2025-12-15,O:SPY251216C00685000,1.15,1.01,-12.173913043478251,-1203.9999999999989,Hard stop,3.0,0.6638082626517591,1
2025-12-15,O:SPY251216C00685000,1.14,1.24,8.771929824561417,870.0000000000013,Momentum exhaustion,7.0,0.669463464070136,1
2025-12-17,O:SPY251218C00680000,1.06,1.06,0.0,0.0,Momentum exhaustion,10.0,0.6655498874284941,1
2025-12-17,O:SPY251218C00680000,0.91,0.85,-6.593406593406594,-654.0,Trailing stop,13.0,0.6528880123542461,3
2025-12-17,O:SPY251218C00680000,0.8,0.74,-7.5,-750.0,Trailing stop,10.0,0.6610532155903779,3
2025-12-19,O:SPY251222C00677000,2.92,3.74,28.08219178082192,2788.0,Trailing stop,50.0,0.7212606248595647,2
2025-12-23,O:SPY251224C00685000,1.58,1.43,-9.49367088607595,-945.0,Trailing stop,2.0,0.6553709352816732,2
2025-12-23,O:SPY251224C00685000,1.43,1.48,3.4965034965034967,345.0,Momentum exhaustion,6.0,0.6536627082385726,0
2025-12-23,O:SPY251224C00685000,1.31,2.39,82.44274809160305,8208.0,Time limit,119.0,0.6523493845309098,3
2025-12-30,O:SPY251231P00687000,1.19,1.14,-4.201680672268919,-420.0000000000012,Early loss exit,7.0,0.6716846160661639,3
2025-12-30,O:SPY251231P00687000,1.08,1.08,0.0,0.0,Trailing stop,45.0,0.6657634029860277,3
2026-01-02,O:SPY260105P00683000,1.6,2.35,46.875,4650.0,Trailing stop,14.0,0.6605445792844191,3
2026-01-02,O:SPY260105C00684000,0.63,0.58,-7.936507936507947,-790.0000000000011,Trailing stop,8.0,0.671877673617162,3
2026-01-02,O:SPY260105C00684000,0.53,0.86,62.264150943396224,6204.0,Trailing stop,25.0,0.6814924060857791,3
2026-01-06,O:SPY260107P00686000,0.19,0.17,-10.526315789473683,-1052.0,Trailing stop,8.0,0.6619248533241344,3
2026-01-29,O:SPY260130C00698000,0.25,0.27,8.0,800.0,Trailing stop,39.0,0.6506124245220267,3
2026-02-02,O:SPY260203C00688000,4.46,7.63,71.0762331838565,6974.0,Trailing stop,99.0,0.7023035099464293,2
2026-02-03,O:SPY260204P00697000,4.63,5.3,14.47084233261339,1407.0,Trailing stop,19.0,0.6696254493936387,3
2026-02-05,O:SPY260206C00687000,1.94,2.25,15.979381443298967,1581.0,Trailing stop,21.0,0.7209679873600413,2
2026-02-05,O:SPY260206P00686000,6.07,9.08,49.588138385502475,4816.0,Trailing stop,39.0,0.6779688775352294,3
2026-02-05,O:SPY260206C00687000,1.19,1.12,-5.882352941176459,-587.9999999999989,Early loss exit,4.0,0.6502404919437201,1
2026-02-06,O:SPY260209C00678000,6.56,7.79,18.75,1845.0,Trailing stop,26.0,0.740495448327124,2
2026-02-06,O:SPY260209P00677000,1.73,1.34,-22.54335260115607,-2223.0,Hard stop,4.0,0.6645239080334887,0
2026-02-09,O:SPY260210P00690000,2.48,2.2,-11.29032258064515,-1119.9999999999989,Early loss exit,8.0,0.6679425768021364,0
2026-02-11,O:SPY260212P00693000,1.83,2.32,26.77595628415299,2645.9999999999986,Momentum exhaustion,6.0,0.7014073659347292,0
2026-02-11,O:SPY260212C00694000,1.33,1.3,-2.2556390977443606,-225.0,Momentum exhaustion,9.0,0.6651366045869574,0
2026-02-17,O:SPY260218P00680000,5.65,4.83,-14.513274336283185,-1394.0,Hard stop,3.0,0.6618197597365395,3
2026-02-17,O:SPY260218C00681000,2.55,2.31,-9.411764705882343,-935.9999999999989,Early loss exit,5.0,0.6556054859907835,3
2026-02-17,O:SPY260218C00681000,2.34,3.48,48.717948717948715,4788.0,Momentum exhaustion,10.0,0.6724459121904376,1
2026-02-18,O:SPY260219C00686000,2.17,2.37,9.216589861751153,920.0,Trailing stop,18.0,0.8095554233144596,2
2026-02-19,O:SPY260220P00686000,4.01,3.67,-8.478802992518704,-816.0,Early loss exit,8.0,0.655451199103719,3
2026-02-19,O:SPY260220C00687000,2.2,2.12,-3.6363636363636487,-360.00000000000125,Early loss exit,3.0,0.6545974546950095,0
2026-02-19,O:SPY260220P00686000,4.27,3.52,-17.56440281030444,-1724.9999999999986,Hard stop,3.0,0.6523276215592388,0
