date,ticker,entry_time_et,trigger_time_et,minutes_to_trigger,gain_pct,above_20pct_duration_min,above_10pct_duration_min,entry_price,trigger_price
2025-09-17,O:SPY250918P00660000,14:01:00,14:13:00,11,29.29,9,9,2.8,3.62
2025-09-17,O:SPY250918P00660000,14:24:00,14:32:00,7,26.6,22,22,2.97,3.76
2025-09-17,O:SPY250918P00660000,15:03:00,16:17:00,69,20.31,1,1,3.2,3.85
2025-09-18,O:SPY250919C00664000,09:30:00,10:02:00,31,22.22,106,109,0.81,0.99
2025-09-18,O:SPY250919C00664000,11:52:00,12:17:00,25,25.0,69,77,0.8,1.0
2025-09-18,O:SPY250919C00664000,13:57:00,14:05:00,8,20.0,3,6,0.75,0.9
2025-09-18,O:SPY250919C00664000,14:43:00,14:53:00,10,20.55,5,21,0.73,0.88
2025-09-18,O:SPY250919C00664000,15:42:00,15:54:00,12,22.81,1,4,0.57,0.7
2025-09-18,O:SPY250919P00663000,09:31:00,09:42:00,11,24.05,6,8,3.7,4.59
2025-09-18,O:SPY250919P00663000,10:09:00,11:55:00,106,20.22,2,6,2.77,3.33
2025-09-18,O:SPY250919P00663000,12:17:00,13:57:00,100,21.54,1,7,2.6,3.16
2025-09-18,O:SPY250919P00663000,14:05:00,15:48:00,103,24.45,1,3,2.74,3.41
2025-09-19,O:SPY250922C00661000,09:34:00,09:51:00,17,22.55,3,7,2.35,2.88
2025-09-19,O:SPY250922C00661000,10:38:00,12:23:00,105,20.63,1,9,2.23,2.69
2025-09-19,O:SPY250922C00661000,12:33:00,13:45:00,64,20.69,2,32,2.32,2.8
2025-09-19,O:SPY250922C00661000,14:24:00,15:01:00,34,26.4,67,67,2.5,3.16
2025-09-19,O:SPY250922P00660000,09:40:00,11:30:00,110,22.9,4,7,1.31,1.61
2025-09-22,O:SPY250923C00662000,09:30:00,09:54:00,24,26.24,245,247,2.02,2.55
2025-09-23,O:SPY250924C00667000,10:03:00,10:10:00,7,20.74,1,5,1.35,1.63
2025-09-23,O:SPY250924C00667000,12:12:00,12:21:00,9,23.46,1,7,0.81,1.0
2025-09-23,O:SPY250924C00667000,12:36:00,12:38:00,2,22.08,8,17,0.77,0.94
2025-09-23,O:SPY250924C00667000,13:40:00,13:50:00,10,24.32,2,3,0.37,0.46
2025-09-23,O:SPY250924C00667000,14:16:00,14:36:00,20,20.0,1,1,0.35,0.42
2025-09-23,O:SPY250924C00667000,15:06:00,15:54:00,48,23.08,1,2,0.26,0.32
2025-09-23,O:SPY250924C00667000,15:58:00,16:02:00,4,25.0,2,6,0.24,0.3
2025-09-23,O:SPY250924P00666000,09:31:00,11:03:00,92,20.49,3,9,1.22,1.47
2025-09-23,O:SPY250924P00666000,11:13:00,11:40:00,27,21.05,257,261,1.33,1.61
2025-09-24,O:SPY250925C00664000,09:51:00,10:04:00,13,20.31,1,2,1.28,1.54
2025-09-24,O:SPY250925C00664000,10:33:00,10:52:00,19,20.61,1,2,1.31,1.58
2025-09-24,O:SPY250925C00664000,11:58:00,13:12:00,74,22.81,1,2,0.57,0.7
2025-09-24,O:SPY250925C00664000,13:20:00,13:34:00,14,23.21,1,2,0.56,0.69
2025-09-24,O:SPY250925C00664000,14:08:00,14:55:00,47,20.0,1,3,0.4,0.48
2025-09-24,O:SPY250925C00664000,15:01:00,16:09:00,68,21.95,4,6,0.41,0.5
2025-09-24,O:SPY250925P00663000,09:30:00,09:38:00,8,20.74,66,74,1.35,1.63
2025-09-24,O:SPY250925P00663000,10:53:00,11:10:00,17,23.75,8,13,1.6,1.98
2025-09-24,O:SPY250925P00663000,11:24:00,11:33:00,9,21.91,247,253,1.78,2.17
2025-09-25,O:SPY250926C00662000,09:30:00,10:09:00,37,20.34,53,55,0.59,0.71
2025-09-25,O:SPY250926C00662000,11:05:00,11:40:00,35,20.59,17,30,0.68,0.82
2025-09-25,O:SPY250926C00662000,12:22:00,12:32:00,10,22.22,1,7,0.63,0.77
2025-09-25,O:SPY250926C00662000,13:21:00,14:40:00,79,20.93,5,5,0.43,0.52
2025-09-25,O:SPY250926C00662000,14:46:00,14:55:00,9,23.26,1,2,0.43,0.53
2025-09-25,O:SPY250926C00662000,15:18:00,16:00:00,41,22.5,6,15,0.4,0.49
2025-09-25,O:SPY250926P00661000,09:30:00,09:37:00,7,20.28,20,25,4.34,5.22
2025-09-25,O:SPY250926P00661000,10:15:00,11:27:00,62,21.25,1,2,3.53,4.28
2025-09-25,O:SPY250926P00661000,11:31:00,13:43:00,95,23.46,22,29,4.05,5.0
2025-09-26,O:SPY250929C00658000,09:30:00,09:32:00,2,27.39,35,41,3.03,3.86
2025-09-26,O:SPY250929C00658000,10:21:00,12:25:00,119,20.82,2,8,3.17,3.83
2025-09-26,O:SPY250929C00658000,12:34:00,12:57:00,21,20.4,108,136,3.48,4.19
2025-09-26,O:SPY250929P00657000,09:30:00,10:25:00,55,21.29,4,4,1.55,1.88
2025-09-26,O:SPY250929P00657000,10:38:00,10:49:00,11,25.87,2,6,1.43,1.8
2025-09-26,O:SPY250929P00657000,11:07:00,11:15:00,8,20.0,1,1,1.55,1.86
2025-09-26,O:SPY250929P00657000,11:25:00,12:00:00,35,20.16,1,5,1.29,1.55
2025-09-26,O:SPY250929P00657000,13:10:00,13:55:00,43,21.88,1,2,0.64,0.78
2025-09-26,O:SPY250929P00657000,13:59:00,14:10:00,10,20.31,1,2,0.64,0.77
2025-09-26,O:SPY250929P00657000,14:58:00,15:15:00,17,22.22,1,2,0.45,0.55
2025-09-26,O:SPY250929P00657000,15:49:00,15:52:00,3,20.93,1,2,0.43,0.52
2025-09-29,O:SPY250930C00665000,09:35:00,10:09:00,34,22.88,1,3,1.53,1.88
2025-09-29,O:SPY250930C00665000,10:19:00,10:23:00,4,20.57,13,31,1.41,1.7
2025-09-29,O:SPY250930C00665000,11:52:00,12:15:00,23,21.98,1,2,0.91,1.11
2025-09-29,O:SPY250930C00665000,13:03:00,14:22:00,79,21.05,13,18,0.76,0.92
2025-09-29,O:SPY250930C00665000,15:07:00,15:47:00,40,20.83,4,6,0.72,0.87
2025-09-29,O:SPY250930C00665000,15:57:00,16:00:00,3,20.27,1,3,0.74,0.89
2025-09-29,O:SPY250930P00664000,09:32:00,09:39:00,7,20.99,3,5,1.62,1.96
2025-09-29,O:SPY250930P00664000,09:45:00,11:17:00,92,26.35,1,6,1.67,2.11
2025-09-29,O:SPY250930P00664000,11:24:00,13:01:00,97,20.21,49,51,1.93,2.32
2025-09-29,O:SPY250930P00664000,13:53:00,15:15:00,80,28.7,3,8,2.16,2.78
2025-09-30,O:SPY251001C00663000,09:33:00,10:03:00,30,20.11,1,2,1.89,2.27
2025-09-30,O:SPY251001C00663000,10:06:00,11:04:00,58,20.86,2,7,1.87,2.26
2025-09-30,O:SPY251001C00663000,11:13:00,12:21:00,68,20.57,1,2,2.09,2.52
2025-09-30,O:SPY251001C00663000,12:42:00,14:41:00,119,20.67,94,94,2.08,2.51
2025-09-30,O:SPY251001P00662000,09:30:00,09:54:00,24,26.49,2,3,1.51,1.91
2025-09-30,O:SPY251001P00662000,09:58:00,10:38:00,40,21.87,3,3,1.6,1.95
2025-09-30,O:SPY251001P00662000,10:45:00,11:27:00,42,23.42,2,3,1.58,1.95
2025-09-30,O:SPY251001P00662000,11:32:00,11:39:00,7,21.79,3,10,1.56,1.9
2025-09-30,O:SPY251001P00662000,11:51:00,13:26:00,95,21.77,10,17,1.47,1.79
2025-09-30,O:SPY251001P00662000,15:51:00,16:12:00,21,21.05,2,3,0.57,0.69
2025-10-01,O:SPY251002C00662000,09:30:00,09:31:00,1,20.4,16,17,2.99,3.6
2025-10-01,O:SPY251002C00662000,09:50:00,10:12:00,20,20.89,135,135,3.16,3.82
2025-10-01,O:SPY251002P00661000,09:31:00,09:49:00,17,25.23,2,5,1.07,1.34
2025-10-01,O:SPY251002P00661000,14:49:00,16:12:00,82,22.73,1,3,0.22,0.27
2025-10-02,O:SPY251003C00670000,11:02:00,11:10:00,8,21.74,1,2,0.92,1.12
2025-10-02,O:SPY251003C00670000,11:15:00,11:58:00,43,20.88,2,7,0.91,1.1
2025-10-02,O:SPY251003C00670000,12:06:00,13:42:00,96,26.0,103,133,1.0,1.26
2025-10-02,O:SPY251003P00669000,09:30:00,09:40:00,10,21.37,246,266,1.31,1.59
2025-10-02,O:SPY251003P00669000,15:26:00,15:37:00,11,20.0,1,7,1.2,1.44
2025-10-03,O:SPY251006C00672000,09:30:00,09:37:00,7,21.62,16,23,1.11,1.35
2025-10-03,O:SPY251006C00672000,10:01:00,10:17:00,15,20.0,1,6,1.1,1.32
2025-10-03,O:SPY251006C00672000,10:24:00,10:31:00,7,22.31,58,70,1.3,1.59
2025-10-03,O:SPY251006C00672000,11:42:00,11:51:00,9,21.68,62,67,1.43,1.74
2025-10-03,O:SPY251006C00672000,13:03:00,13:12:00,9,20.0,1,3,1.2,1.44
2025-10-03,O:SPY251006C00672000,13:46:00,14:26:00,40,26.76,5,6,0.71,0.9
2025-10-03,O:SPY251006C00672000,14:52:00,15:11:00,19,22.03,1,2,0.59,0.72
2025-10-03,O:SPY251006P00671000,09:40:00,10:03:00,22,21.2,1,4,1.84,2.23
2025-10-03,O:SPY251006P00671000,11:05:00,13:04:00,119,20.86,4,7,1.39,1.68
2025-10-03,O:SPY251006P00671000,13:12:00,13:15:00,3,25.76,176,178,1.32,1.66
2025-10-06,O:SPY251007C00671000,09:43:00,11:06:00,83,21.32,294,307,1.36,1.65
2025-10-06,O:SPY251007P00670000,09:30:00,09:41:00,11,23.33,42,57,1.2,1.48
2025-10-07,O:SPY251008C00671000,11:45:00,12:38:00,53,20.22,1,7,0.89,1.07
2025-10-07,O:SPY251008C00671000,12:50:00,13:11:00,21,20.24,1,1,0.84,1.01
2025-10-07,O:SPY251008C00671000,13:40:00,13:49:00,9,20.27,1,1,0.74,0.89
2025-10-07,O:SPY251008C00671000,13:59:00,15:50:00,111,20.0,1,3,0.7,0.84
2025-10-07,O:SPY251008C00671000,15:57:00,16:00:00,3,24.24,13,15,0.66,0.82
2025-10-07,O:SPY251008P00670000,09:30:00,10:26:00,56,23.26,343,344,0.86,1.06
2025-10-08,O:SPY251009C00671000,09:30:00,10:01:00,30,36.73,353,353,1.47,2.01
2025-10-08,O:SPY251009P00670000,11:57:00,12:50:00,53,20.59,2,7,0.68,0.82
2025-10-08,O:SPY251009P00670000,13:17:00,13:56:00,39,20.63,1,5,0.63,0.76
2025-10-08,O:SPY251009P00670000,14:11:00,14:49:00,38,25.4,5,14,0.63,0.79
2025-10-09,O:SPY251010C00674000,10:30:00,11:15:00,45,22.39,1,5,0.67,0.82
2025-10-09,O:SPY251010C00674000,11:27:00,11:53:00,26,20.0,1,14,0.6,0.72
2025-10-09,O:SPY251010C00674000,12:41:00,12:49:00,8,23.91,2,4,0.46,0.57
2025-10-09,O:SPY251010C00674000,13:17:00,13:40:00,23,20.0,1,3,0.35,0.42
2025-10-09,O:SPY251010C00674000,14:04:00,15:54:00,110,24.24,1,1,0.33,0.41
2025-10-09,O:SPY251010C00674000,15:57:00,16:00:00,3,29.03,13,15,0.31,0.4
2025-10-09,O:SPY251010P00673000,09:30:00,09:42:00,11,23.57,352,353,1.4,1.73
2025-10-10,O:SPY251013C00672000,09:30:00,09:32:00,2,22.5,23,29,2.0,2.45
2025-10-10,O:SPY251013C00672000,10:16:00,10:25:00,9,22.84,3,11,1.97,2.42
2025-10-10,O:SPY251013C00672000,11:00:00,11:03:00,3,23.61,9,15,0.72,0.89
2025-10-10,O:SPY251013C00672000,11:40:00,11:45:00,5,23.33,6,12,0.3,0.37
2025-10-10,O:SPY251013C00672000,12:42:00,13:36:00,52,30.77,14,22,0.13,0.17
2025-10-10,O:SPY251013C00672000,14:13:00,14:16:00,3,20.0,1,1,0.1,0.12
2025-10-10,O:SPY251013C00672000,15:55:00,15:56:00,1,33.33,2,2,0.03,0.04
2025-10-10,O:SPY251013C00672000,15:59:00,16:09:00,10,33.33,1,1,0.03,0.04
2025-10-10,O:SPY251013P00671000,09:30:00,10:58:00,88,67.68,153,153,1.64,2.75
2025-10-13,O:SPY251014C00662000,09:30:00,09:57:00,27,23.08,16,23,2.73,3.36
2025-10-13,O:SPY251014C00662000,10:21:00,11:31:00,70,23.13,7,11,2.81,3.46
2025-10-13,O:SPY251014C00662000,11:43:00,12:16:00,33,22.95,5,24,3.05,3.75
2025-10-13,O:SPY251014C00662000,12:42:00,13:02:00,18,21.21,6,10,3.3,4.0
2025-10-13,O:SPY251014C00662000,13:41:00,14:30:00,46,21.36,2,8,2.95,3.58
2025-10-13,O:SPY251014C00662000,14:56:00,15:22:00,26,21.67,2,8,2.4,2.92
2025-10-13,O:SPY251014P00661000,09:31:00,09:35:00,4,27.16,2,3,3.13,3.98
2025-10-13,O:SPY251014P00661000,09:50:00,10:25:00,35,30.32,5,8,2.77,3.61
2025-10-13,O:SPY251014P00661000,10:34:00,10:52:00,18,22.3,1,1,2.78,3.4
2025-10-13,O:SPY251014P00661000,12:27:00,13:50:00,82,21.66,1,4,1.57,1.91
2025-10-13,O:SPY251014P00661000,13:57:00,14:56:00,58,21.95,3,10,1.64,2.0
2025-10-13,O:SPY251014P00661000,15:41:00,16:04:00,23,21.19,4,11,1.18,1.43
2025-10-14,O:SPY251015C00660000,09:30:00,10:16:00,46,20.0,304,307,2.1,2.52
2025-10-14,O:SPY251015P00659000,09:30:00,09:36:00,6,27.43,16,18,4.63,5.9
2025-10-14,O:SPY251015P00659000,11:05:00,11:13:00,8,21.15,2,11,2.08,2.52
2025-10-14,O:SPY251015P00659000,11:36:00,11:39:00,3,27.18,2,2,1.95,2.48
2025-10-14,O:SPY251015P00659000,11:53:00,12:08:00,15,23.29,2,3,1.46,1.8
2025-10-14,O:SPY251015P00659000,12:45:00,13:01:00,16,23.4,1,3,0.94,1.16
2025-10-14,O:SPY251015P00659000,13:23:00,15:37:00,120,97.56,37,37,0.82,1.62
2025-10-15,O:SPY251016C00666000,09:30:00,09:42:00,12,20.54,3,6,2.97,3.58
2025-10-15,O:SPY251016C00666000,09:49:00,09:52:00,3,20.57,77,86,3.16,3.81
2025-10-15,O:SPY251016C00666000,11:48:00,12:08:00,20,20.61,1,4,2.28,2.75
2025-10-15,O:SPY251016C00666000,12:53:00,14:42:00,109,21.87,1,1,1.92,2.34
2025-10-15,O:SPY251016C00666000,15:36:00,16:01:00,25,23.94,1,12,1.88,2.33
2025-10-15,O:SPY251016P00665000,09:33:00,09:48:00,15,23.08,2,3,1.95,2.4
2025-10-15,O:SPY251016P00665000,09:52:00,11:36:00,104,21.93,263,278,1.87,2.28
2025-10-16,O:SPY251017C00667000,09:30:00,10:42:00,72,22.36,4,5,3.22,3.94
2025-10-16,O:SPY251017C00667000,11:30:00,11:37:00,7,25.52,1,3,2.39,3.0
2025-10-16,O:SPY251017C00667000,12:30:00,12:57:00,27,20.71,4,6,1.4,1.69
2025-10-16,O:SPY251017C00667000,13:04:00,13:18:00,14,22.82,1,3,1.49,1.83
2025-10-16,O:SPY251017C00667000,14:11:00,14:46:00,35,20.51,4,17,0.78,0.94
2025-10-16,O:SPY251017C00667000,15:15:00,15:52:00,37,21.05,1,4,0.76,0.92
2025-10-16,O:SPY251017P00666000,09:30:00,10:07:00,37,20.46,5,9,2.59,3.12
2025-10-16,O:SPY251017P00666000,10:17:00,11:30:00,73,24.83,1,2,2.86,3.57
2025-10-16,O:SPY251017P00666000,11:33:00,11:45:00,12,21.97,3,6,3.14,3.83
2025-10-16,O:SPY251017P00666000,11:52:00,12:02:00,10,22.16,2,2,3.52,4.3
2025-10-16,O:SPY251017P00666000,12:05:00,12:20:00,15,20.1,50,57,3.93,4.72
2025-10-16,O:SPY251017P00666000,13:19:00,13:21:00,1,23.84,4,6,4.11,5.09
2025-10-16,O:SPY251017P00666000,13:29:00,13:40:00,8,23.13,122,122,4.28,5.27
2025-10-17,O:SPY251020C00657000,09:30:00,09:53:00,18,23.37,4,4,6.12,7.55
2025-10-17,O:SPY251020C00657000,10:03:00,14:20:00,94,24.63,17,29,7.35,9.16
2025-10-17,O:SPY251020P00656000,09:34:00,09:42:00,8,20.33,5,6,3.0,3.61
2025-10-17,O:SPY251020P00656000,09:51:00,11:36:00,105,20.22,1,3,2.77,3.33
2025-10-17,O:SPY251020P00656000,11:53:00,13:21:00,85,22.87,1,2,1.88,2.31
2025-10-17,O:SPY251020P00656000,13:34:00,13:45:00,11,21.84,1,3,1.74,2.12
2025-10-17,O:SPY251020P00656000,15:21:00,15:31:00,10,24.29,8,27,0.7,0.87
2025-10-20,O:SPY251021C00667000,09:30:00,10:09:00,39,21.13,2,8,3.36,4.07
2025-10-20,O:SPY251021C00667000,10:18:00,10:40:00,21,25.07,189,190,3.75,4.69
2025-10-20,O:SPY251021P00666000,10:41:00,11:55:00,71,21.95,1,1,0.82,1.0
2025-10-20,O:SPY251021P00666000,15:01:00,15:22:00,21,21.28,2,3,0.47,0.57
2025-10-20,O:SPY251021P00666000,15:53:00,16:00:00,7,21.43,1,11,0.42,0.51
2025-10-21,O:SPY251022C00672000,09:30:00,11:11:00,101,20.11,1,4,1.84,2.21
2025-10-21,O:SPY251022C00672000,11:20:00,12:50:00,90,21.11,1,2,1.8,2.18
2025-10-21,O:SPY251022C00672000,13:00:00,14:07:00,67,21.85,2,9,1.51,1.84
2025-10-21,O:SPY251022C00672000,14:43:00,15:51:00,68,20.13,2,6,1.49,1.79
2025-10-21,O:SPY251022P00671000,09:30:00,09:48:00,18,20.77,1,2,2.07,2.5
2025-10-21,O:SPY251022P00671000,10:17:00,10:32:00,15,20.0,1,2,2.0,2.4
2025-10-21,O:SPY251022P00671000,10:55:00,11:37:00,42,22.22,1,3,1.35,1.65
2025-10-21,O:SPY251022P00671000,11:41:00,13:00:00,79,22.46,6,7,1.38,1.69
2025-10-21,O:SPY251022P00671000,13:10:00,13:21:00,11,21.97,2,3,1.32,1.61
2025-10-21,O:SPY251022P00671000,13:59:00,15:59:00,120,30.97,16,16,1.13,1.48
2025-10-22,O:SPY251023C00672000,09:36:00,09:44:00,8,21.21,1,3,1.65,2.0
2025-10-22,O:SPY251023C00672000,10:31:00,10:59:00,28,20.83,8,11,0.96,1.16
2025-10-22,O:SPY251023C00672000,11:22:00,11:48:00,26,20.83,8,11,0.72,0.87
2025-10-22,O:SPY251023C00672000,12:30:00,12:34:00,3,45.71,39,40,0.35,0.51
2025-10-22,O:SPY251023C00672000,13:21:00,15:11:00,104,22.58,1,1,0.31,0.38
2025-10-22,O:SPY251023C00672000,15:13:00,15:20:00,7,20.0,43,55,0.3,0.36
2025-10-22,O:SPY251023P00671000,09:30:00,10:27:00,57,22.94,31,34,2.18,2.68
2025-10-22,O:SPY251023P00671000,11:02:00,11:16:00,14,20.25,198,210,2.42,2.91
2025-10-23,O:SPY251024C00669000,09:30:00,09:44:00,14,23.53,25,32,2.55,3.15
2025-10-23,O:SPY251024C00669000,10:17:00,10:36:00,19,20.3,26,42,2.66,3.2
2025-10-23,O:SPY251024C00669000,11:19:00,11:56:00,37,21.38,212,237,2.9,3.52
2025-10-23,O:SPY251024P00668000,09:44:00,10:19:00,35,21.36,1,2,2.06,2.5
2025-10-23,O:SPY251024P00668000,10:41:00,11:44:00,63,20.0,1,2,1.7,2.04
2025-10-23,O:SPY251024P00668000,12:51:00,13:08:00,17,20.91,1,2,1.1,1.33
2025-10-23,O:SPY251024P00668000,13:54:00,15:51:00,117,23.53,2,14,0.85,1.05
2025-10-24,O:SPY251027C00674000,09:30:00,09:35:00,5,21.43,47,51,3.64,4.42
2025-10-24,O:SPY251027C00674000,10:31:00,11:15:00,39,20.55,151,164,3.99,4.81
2025-10-24,O:SPY251027P00673000,09:36:00,09:50:00,14,20.0,1,2,1.1,1.32
2025-10-24,O:SPY251027P00673000,10:00:00,10:30:00,30,26.21,4,7,1.03,1.3
2025-10-24,O:SPY251027P00673000,10:39:00,10:56:00,17,20.75,1,2,1.06,1.28
2025-10-24,O:SPY251027P00673000,11:23:00,12:42:00,74,21.25,1,4,0.8,0.97
2025-10-24,O:SPY251027P00673000,12:51:00,14:46:00,93,21.05,5,14,0.76,0.92
2025-10-24,O:SPY251027P00673000,15:01:00,15:59:00,55,25.3,6,16,0.83,1.04
2025-10-27,O:SPY251028C00683000,09:30:00,10:03:00,33,27.85,7,13,1.58,2.02
2025-10-27,O:SPY251028C00683000,10:17:00,12:01:00,104,20.25,41,80,1.58,1.9
2025-10-27,O:SPY251028C00683000,13:22:00,13:59:00,37,20.35,96,136,1.72,2.07
2025-10-27,O:SPY251028P00682000,09:30:00,09:35:00,5,25.19,1,3,1.35,1.69
2025-10-27,O:SPY251028P00682000,10:03:00,10:17:00,14,23.42,10,13,1.11,1.37
2025-10-27,O:SPY251028P00682000,10:36:00,10:53:00,17,20.54,1,2,1.12,1.35
2025-10-27,O:SPY251028P00682000,12:52:00,13:24:00,32,20.69,1,8,0.87,1.05
2025-10-28,O:SPY251029C00685000,10:45:00,12:46:00,120,22.48,176,188,2.98,3.65
2025-10-28,O:SPY251029P00684000,09:30:00,09:44:00,14,22.97,43,53,1.48,1.82
2025-10-28,O:SPY251029P00684000,10:38:00,11:34:00,56,24.84,13,26,1.61,2.01
2025-10-28,O:SPY251029P00684000,14:05:00,16:00:00,115,20.91,1,2,1.1,1.33
2025-10-29,O:SPY251030C00689000,09:30:00,09:44:00,14,21.61,16,34,3.1,3.77
2025-10-29,O:SPY251030C00689000,14:36:00,16:04:00,87,21.05,1,1,1.9,2.3
2025-10-29,O:SPY251030C00689000,16:07:00,16:14:00,7,23.73,1,1,1.18,1.46
2025-10-29,O:SPY251030P00688000,10:29:00,12:04:00,95,20.0,1,13,3.1,3.72
2025-10-29,O:SPY251030P00688000,12:35:00,14:35:00,120,41.49,65,72,3.23,4.57
2025-10-29,O:SPY251030P00688000,15:59:00,16:07:00,8,23.08,1,1,3.25,4.0
2025-10-30,O:SPY251031C00688000,09:30:00,09:48:00,18,20.0,29,35,1.2,1.44
2025-10-30,O:SPY251031C00688000,10:24:00,10:40:00,16,25.78,7,11,1.28,1.61
2025-10-30,O:SPY251031C00688000,10:52:00,11:10:00,18,21.21,2,16,1.32,1.6
2025-10-30,O:SPY251031C00688000,11:36:00,12:14:00,38,22.03,5,16,1.18,1.44
2025-10-30,O:SPY251031C00688000,13:05:00,13:28:00,23,20.0,1,2,0.85,1.02
2025-10-30,O:SPY251031C00688000,13:35:00,13:53:00,17,21.95,1,3,0.82,1.0
2025-10-30,O:SPY251031C00688000,15:21:00,15:32:00,11,20.59,2,3,0.34,0.41
2025-10-30,O:SPY251031C00688000,15:44:00,16:02:00,18,20.0,1,3,0.3,0.36
2025-10-30,O:SPY251031P00687000,09:30:00,09:36:00,6,21.76,6,9,5.1,6.21
2025-10-30,O:SPY251031P00687000,09:50:00,10:28:00,38,22.5,2,3,4.0,4.9
2025-10-30,O:SPY251031P00687000,10:38:00,11:47:00,64,20.15,1,6,4.12,4.95
2025-10-30,O:SPY251031P00687000,11:56:00,14:41:00,113,21.18,1,4,4.39,5.32
2025-10-30,O:SPY251031P00687000,14:47:00,15:11:00,16,20.91,47,60,4.64,5.61
2025-10-31,O:SPY251103C00686000,09:42:00,10:46:00,64,21.29,1,19,1.55,1.88
2025-10-31,O:SPY251103C00686000,11:42:00,11:45:00,3,20.47,1,1,1.27,1.53
2025-10-31,O:SPY251103C00686000,12:11:00,12:32:00,21,20.0,1,5,0.85,1.02
2025-10-31,O:SPY251103C00686000,12:51:00,14:23:00,91,20.0,5,27,0.7,0.84
2025-10-31,O:SPY251103C00686000,14:51:00,14:59:00,8,22.22,51,56,0.72,0.88
2025-10-31,O:SPY251103P00685000,09:30:00,09:41:00,11,31.18,55,61,2.63,3.45
2025-10-31,O:SPY251103P00685000,10:43:00,11:37:00,54,24.37,179,190,2.79,3.47
2025-10-31,O:SPY251103P00685000,15:20:00,15:58:00,38,21.68,15,15,2.86,3.48
2025-11-03,O:SPY251104C00684000,10:06:00,10:12:00,6,20.62,1,2,1.6,1.93
2025-11-03,O:SPY251104C00684000,10:16:00,10:58:00,42,22.3,1,2,1.48,1.81
2025-11-03,O:SPY251104C00684000,11:02:00,12:15:00,73,22.44,3,10,1.56,1.91
2025-11-03,O:SPY251104C00684000,12:26:00,12:46:00,20,20.92,20,43,1.53,1.85
2025-11-03,O:SPY251104C00684000,14:42:00,14:55:00,13,21.95,5,15,1.23,1.5
2025-11-03,O:SPY251104C00684000,15:33:00,16:05:00,32,22.32,4,11,1.12,1.37
2025-11-03,O:SPY251104P00683000,09:30:00,09:35:00,5,25.85,179,193,1.47,1.85
2025-11-03,O:SPY251104P00683000,12:50:00,14:42:00,112,21.47,1,2,1.63,1.98
2025-11-03,O:SPY251104P00683000,14:51:00,15:34:00,43,20.65,2,2,1.55,1.87
2025-11-03,O:SPY251104P00683000,15:45:00,15:48:00,3,21.77,2,6,1.47,1.79
2025-11-04,O:SPY251105C00677000,09:30:00,09:51:00,21,24.82,68,80,2.82,3.52
2025-11-04,O:SPY251105C00677000,12:19:00,12:25:00,6,21.2,3,13,2.17,2.63
2025-11-04,O:SPY251105C00677000,12:42:00,12:50:00,8,20.28,1,2,2.17,2.61
2025-11-04,O:SPY251105C00677000,13:19:00,13:52:00,33,21.47,2,4,1.77,2.15
2025-11-04,O:SPY251105C00677000,14:37:00,15:45:00,68,21.82,1,2,1.65,2.01
2025-11-04,O:SPY251105P00676000,09:30:00,09:33:00,3,25.58,5,8,3.01,3.78
2025-11-04,O:SPY251105P00676000,10:13:00,12:07:00,113,21.21,243,248,1.65,2.0
2025-11-05,O:SPY251106C00675000,09:30:00,09:53:00,23,23.75,233,249,3.2,3.96
2025-11-05,O:SPY251106P00674000,10:05:00,10:21:00,16,26.81,1,1,1.38,1.75
2025-11-05,O:SPY251106P00674000,10:27:00,11:17:00,50,20.8,2,5,1.25,1.51
2025-11-05,O:SPY251106P00674000,13:14:00,14:09:00,44,20.83,1,1,0.48,0.58
2025-11-05,O:SPY251106P00674000,14:11:00,15:49:00,90,20.83,26,26,0.48,0.58
2025-11-06,O:SPY251107C00677000,10:00:00,10:22:00,22,22.56,2,5,1.64,2.01
2025-11-06,O:SPY251107C00677000,11:41:00,13:42:00,120,20.59,1,4,0.68,0.82
2025-11-06,O:SPY251107C00677000,13:47:00,14:05:00,18,23.68,3,12,0.76,0.94
2025-11-06,O:SPY251107C00677000,14:18:00,14:28:00,10,25.0,11,13,0.8,1.0
2025-11-06,O:SPY251107C00677000,14:52:00,14:57:00,5,23.29,2,4,0.73,0.9
2025-11-06,O:SPY251107C00677000,15:56:00,16:13:00,17,20.51,1,2,0.39,0.47
2025-11-06,O:SPY251107P00676000,09:30:00,09:51:00,21,23.62,291,292,2.54,3.14
2025-11-07,O:SPY251110C00672000,09:39:00,09:58:00,19,20.18,1,2,1.14,1.37
2025-11-07,O:SPY251110C00672000,10:01:00,10:15:00,14,24.32,4,8,1.11,1.38
2025-11-07,O:SPY251110C00672000,10:24:00,10:27:00,3,20.72,1,2,1.11,1.34
2025-11-07,O:SPY251110C00672000,11:15:00,13:08:00,111,21.88,3,8,0.64,0.78
2025-11-07,O:SPY251110C00672000,13:17:00,13:25:00,7,23.19,2,11,0.69,0.85
2025-11-07,O:SPY251110C00672000,13:37:00,14:30:00,52,24.36,105,105,0.78,0.97
2025-11-07,O:SPY251110P00671000,09:30:00,09:37:00,7,25.25,6,8,5.94,7.44
2025-11-07,O:SPY251110P00671000,09:46:00,11:12:00,55,25.53,25,31,7.09,8.9
2025-11-07,O:SPY251110P00671000,13:41:00,13:53:00,6,20.81,1,1,5.91,7.14
2025-11-07,O:SPY251110P00671000,14:44:00,15:25:00,41,21.73,2,4,3.59,4.37
