date,ticker,entry_price,exit_price,pnl_pct,pnl_usd,exit_reason,time_in_trade,confidence
2025-12-12,O:SPY251215P00688000,6.35,6.79,6.929133858267717,660.0,Momentum exhaustion,6.0,0.6569618504066872
2025-12-12,O:SPY251215P00688000,6.79,7.49,10.309278350515463,980.0,Momentum exhaustion,6.0,0.6772806451011061
2025-12-15,O:SPY251216P00684000,2.37,2.46,3.79746835443038,378.0,Momentum exhaustion,8.0,0.6505748909683513
2025-12-15,O:SPY251216C00685000,1.02,1.14,11.764705882352928,1175.9999999999986,Momentum exhaustion,5.0,0.687248203763502
2025-12-15,O:SPY251216C00685000,1.14,1.01,-11.403508771929813,-1130.9999999999989,Early loss exit,5.0,0.6561916160753266
2025-12-16,O:SPY251217P00677000,1.62,1.62,0.0,0.0,Momentum exhaustion,7.0,0.7229707186035439
2025-12-16,O:SPY251217P00677000,1.72,2.19,27.325581395348834,2726.0,Momentum exhaustion,8.0,0.6840115148523945
2025-12-17,O:SPY251218P00679000,2.63,2.29,-12.927756653992395,-1292.0,Hard stop,3.0,0.697578910515726
2025-12-17,O:SPY251218P00679000,2.29,3.16,37.99126637554585,3741.0,Momentum exhaustion,11.0,0.7510639704584837
2025-12-17,O:SPY251218C00680000,1.06,1.06,0.0,0.0,Momentum exhaustion,10.0,0.6655498874284941
2025-12-18,O:SPY251219P00673000,1.8,2.4,33.33333333333333,3300.0,Momentum exhaustion,16.0,0.6858891208096164
2025-12-19,O:SPY251222C00677000,2.92,3.2,9.58904109589041,952.0,Momentum exhaustion,6.0,0.7212606248595649
2025-12-19,O:SPY251222C00677000,3.2,3.88,21.25,2108.0,Momentum exhaustion,13.0,0.6818578124040094
2025-12-23,O:SPY251224C00685000,1.58,1.59,0.6329113924050633,63.0,Momentum exhaustion,9.0,0.6553709352816731
2025-12-23,O:SPY251224C00685000,1.31,1.38,5.343511450381679,532.0,Momentum exhaustion,15.0,0.6523493845309098
2025-12-23,O:SPY251224P00684000,0.15,0.13,-13.333333333333334,-1332.0,Hard stop,16.0,0.7180919681309077
2025-12-30,O:SPY251231P00687000,1.2,1.09,-9.166666666666655,-912.9999999999989,Momentum exhaustion,26.0,0.6647107459025677
2025-12-30,O:SPY251231P00687000,1.1,1.15,4.545454545454519,449.99999999999744,Momentum exhaustion,19.0,0.6550586967433122
2025-12-30,O:SPY251231P00687000,1.15,1.01,-12.173913043478251,-1203.9999999999989,Hard stop,18.0,0.6528324866896678
2026-01-02,O:SPY260105P00683000,1.6,1.3,-18.75,-1860.0,Hard stop,27.0,0.6605445792844191
2026-01-02,O:SPY260105C00684000,0.63,0.71,12.698412698412698,1264.0,Momentum exhaustion,6.0,0.671877673617162
2026-01-02,O:SPY260105C00684000,0.53,0.68,28.30188679245283,2820.0,Momentum exhaustion,11.0,0.6814924060857791
2026-01-06,O:SPY260107P00686000,0.18,0.19,5.555555555555555,555.0,Momentum exhaustion,10.0,0.6512706258736772
2026-01-06,O:SPY260107P00686000,0.19,0.18,-5.263157894736842,-526.0,Early loss exit,10.0,0.6619248533241344
2026-01-06,O:SPY260107P00686000,0.18,0.19,5.555555555555555,555.0,Momentum exhaustion,20.0,0.6653029508876004
2026-01-29,O:SPY260130C00698000,0.29,0.28,-3.4482758620689413,-343.99999999999756,Early loss exit,3.0,0.6531429025391635
2026-01-29,O:SPY260130C00698000,0.28,0.28,0.0,0.0,Momentum exhaustion,7.0,0.6545908402014898
2026-02-02,O:SPY260203C00688000,4.46,5.89,32.062780269058294,3146.0,Momentum exhaustion,14.0,0.7023035099464293
2026-02-02,O:SPY260203P00687000,1.01,0.8,-20.792079207920793,-2079.0,Hard stop,4.0,0.6673723859171933
2026-02-03,O:SPY260204P00697000,4.63,4.93,6.479481641468683,630.0,Momentum exhaustion,5.0,0.6696254493936387
2026-02-04,O:SPY260205P00690000,7.18,6.81,-5.153203342618385,-481.0,Early loss exit,5.0,0.65168295045068
2026-02-04,O:SPY260205P00690000,6.53,6.26,-4.134762633996937,-405.0,Early loss exit,9.0,0.6525135596672665
2026-02-05,O:SPY260206C00687000,1.94,2.52,29.896907216494846,2958.0,Momentum exhaustion,6.0,0.7209679873600413
2026-02-05,O:SPY260206C00687000,2.03,2.47,21.674876847290673,2156.0000000000027,Momentum exhaustion,6.0,0.7468452555792545
2026-02-05,O:SPY260206C00687000,2.49,2.38,-4.417670682730935,-440.00000000000114,Early loss exit,4.0,0.6611779468847886
2026-02-06,O:SPY260209C00678000,6.56,8.53,30.03048780487803,2954.999999999998,Momentum exhaustion,8.0,0.740495448327124
2026-02-06,O:SPY260209P00677000,1.73,1.34,-22.54335260115607,-2223.0,Hard stop,4.0,0.6645239080334887
2026-02-09,O:SPY260210P00690000,2.26,2.65,17.25663716814161,1716.0000000000014,Momentum exhaustion,8.0,0.6724413879574511
2026-02-09,O:SPY260210P00690000,2.48,2.2,-11.29032258064515,-1119.9999999999989,Early loss exit,8.0,0.6679425768021364
2026-02-09,O:SPY260210P00690000,1.86,1.55,-16.666666666666664,-1643.0,Hard stop,3.0,0.6818216702746737
2026-02-11,O:SPY260212P00693000,1.83,2.32,26.77595628415299,2645.9999999999986,Momentum exhaustion,6.0,0.7014073659347292
2026-02-11,O:SPY260212C00694000,1.33,1.3,-2.2556390977443606,-225.0,Momentum exhaustion,9.0,0.6651366045869574
2026-02-17,O:SPY260218P00680000,3.5,2.94,-16.0,-1568.0,Hard stop,1.0,0.6942561028719214
2026-02-17,O:SPY260218P00680000,2.94,2.57,-12.585034013605442,-1258.0,Hard stop,4.0,0.7218872184213031
2026-02-17,O:SPY260218P00680000,3.02,3.94,30.4635761589404,3036.0,Momentum exhaustion,5.0,0.656262358617118
2026-02-18,O:SPY260219C00686000,2.17,2.25,3.686635944700461,368.0,Momentum exhaustion,7.0,0.8095554233144596
2026-02-18,O:SPY260219C00686000,2.61,2.59,-0.7662835249042145,-76.0,Momentum exhaustion,8.0,0.7535014240296384
2026-02-18,O:SPY260219P00685000,4.0,3.52,-12.0,-1200.0,Hard stop,3.0,0.6518628496572876
2026-02-19,O:SPY260220P00686000,4.39,3.7,-15.71753986332573,-1517.9999999999986,Hard stop,4.0,0.6568555458932689
2026-02-19,O:SPY260220P00686000,4.0,3.2,-20.0,-2000.0,Hard stop,3.0,0.6628927549084493
2026-02-19,O:SPY260220P00686000,3.76,4.19,11.436170212765973,1118.0000000000014,Momentum exhaustion,6.0,0.6660292899137059
